Layer Number,absolute_image_capture_timestamp,actual_ventilator_flow_rate,bottom_chamber_temperature,bottom_flow_rate,bottom_flow_temperature,build_chamber_position,build_plate_temperature,build_time,gas_loop_oxygen,glass_scale_temperature,laser_rail_temperature,layer_times,module_oxygen,powder_chamber_position,target_ventilator_flow_rate,top_chamber_temperature,top_flow_rate,top_flow_temperature,ventilator_speed
277,1678918500,40.01352,28,40.010403,44,13.85,28,16.121529,9.66E-07,29,26,159.1,0,41.55,40,29,99.775566,30,35.7537
278,1678918700,40.027237,28,40.01091,44,13.9,28,16.165722,9.66E-07,30,26,159.971,0,41.7,40,29,99.69004,30,35.758278
279,1678918800,40.042774,28,40.02472,44,13.95,28,16.21016,9.66E-07,30,26,158.929,0,41.85,40,29,99.598366,30,35.713333
280,1678919000,40.024693,28,40.018387,44,14,28,16.254305,9.66E-07,30,26,159.9,0,42,40,29,99.5034,30,35.737232
281,1678919200,40.032604,28,40.028145,44,14.05,28,16.298721,9.66E-07,30,25,160.061,0,42.15,40,29,99.663574,30,35.776363
282,1678919300,40.016495,28,40.01358,44,14.1,28,16.343184,9.66E-07,30,26,159.385,0,42.3,40,29,99.51674,30,35.76278
283,1678919400,40.025055,28,40.019684,44,14.15,28,16.387457,9.66E-07,30,26,159.554,0,42.45,40,29,99.444885,30,35.754864
284,1678919700,40.030445,28,40.01956,44,14.2,28,16.431778,9.66E-07,30,25,159.541,0,42.6,40,29,99.543,30,35.77552
285,1678919800,40.017986,28,40.015118,44,14.25,28,16.476095,9.66E-07,30,26,159.559,0,42.75,40,29,99.527954,30,35.731308
286,1678920000,40.016373,28,40.009087,44,14.3,28,16.520416,9.66E-07,30,26,160,0,42.9,40,29,99.47768,30,35.740948
287,1678920100,40.010777,28,40.004303,44,14.35,28,16.564861,9.66E-07,30,26,159.071,0,43.05,40,29,99.597565,30,35.76779
288,1678920300,40.03093,28,40.022354,44,14.4,28,16.609047,9.66E-07,29,25,160.054,0,43.2,40,29,99.58229,30,35.77237
289,1678920400,40.030003,28,40.02225,44,14.45,28,16.653507,9.66E-07,30,26,160,0,43.35,40,29,99.57446,30,35.744186
290,1678920600,40.05326,28,40.048153,44,14.5,28,16.697952,9.66E-07,30,26,159.263,0,43.5,40,29,99.88711,30,35.780018
291,1678920700,40.036026,28,40.0302,44,14.55,28,16.742191,9.66E-07,29,25,159.969,0,43.65,40,29,99.88627,30,35.74154
292,1678921000,39.998123,28,39.995068,44,14.6,28,16.786627,9.66E-07,29,26,159.643,0,43.8,40,29,99.63921,30,35.742218
293,1678921100,40.027946,28,40.02016,44,14.65,28,16.830973,9.66E-07,30,26,159.454,0,43.95,40,29,99.69597,30,35.741615
294,1678921200,40.005436,28,40.00085,44,14.7,28,16.875265,9.66E-07,30,25,159.921,0,44.1,40,29,99.621025,30,35.7053
295,1678921300,40.03799,28,40.02479,44,14.75,28,16.919687,9.66E-07,29,26,159.562,0,44.25,40,29,99.568306,30,35.74976
296,1678921600,40.044518,28,40.042313,44,14.8,28,16.96401,9.66E-07,29,25,159.785,0,44.4,40,29,99.52613,30,35.72805
297,1678921700,40.03211,28,40.02107,44,14.85,28,17.008394,9.66E-07,30,26,159.92,0,44.55,40,29,99.528,30,35.753357
298,1678921900,40.030777,28,40.02934,44,14.9,28,17.052816,9.66E-07,30,26,159.358,0,44.7,40,29,99.564026,30,35.75985
299,1678922000,40.016346,28,40.001854,44,14.95,28,17.097084,9.66E-07,30,26,160,0,44.85,40,29,99.393105,30,35.729053
300,1678922200,40.02656,28,40.01589,44,15,28,17.141527,9.66E-07,30,26,159.166,0,45,40,29,99.50144,30,35.718414
301,1678922400,40.011135,28,40.02156,44,15.05,28,17.185741,9.66E-07,30,26,159.834,0,45.15,40,29,99.576645,30,35.753258
302,1678922500,40.03575,28,40.041843,44,15.1,28,17.230139,9.66E-07,30,26,160.038,0,45.3,40,29,99.46761,30,35.778378
303,1678922600,40.02793,28,40.016563,44,15.15,28,17.274593,9.66E-07,30,26,158.995,0,45.45,40,29,99.53284,30,35.787483
304,1678922900,40.004036,28,39.998898,44,15.2,28,17.31876,9.66E-07,30,26,160.133,0,45.6,40,29,99.49069,30,35.763668
305,1678923000,40.02639,28,40.0115,44,15.25,28,17.363241,9.66E-07,30,26,159.634,0,45.75,40,29,99.603325,30,35.796547
306,1678923100,40.036457,28,40.02865,44,15.3,28,17.407583,9.66E-07,30,26,159.55,0,45.9,40,29,99.76181,30,35.78792
307,1678923300,40.020096,28,40.016457,44,15.35,28,17.451902,9.66E-07,30,26,160.4,0,46.05,40,29,99.918625,30,35.76422
308,1678923500,40.038513,28,40.029354,44,15.4,28,17.496458,9.66E-07,29,25,159.916,0,46.2,40,29,99.78856,30,35.797146
309,1678923600,40.038067,28,40.029583,44,15.45,28,17.54088,9.66E-07,30,26,159.288,0,46.35,40,29,99.669395,30,35.74138
310,1678923800,40.022697,28,40.00639,44,15.5,28,17.585127,9.66E-07,30,26,160.146,0,46.5,40,29,99.67954,30,35.76221
311,1678923900,40.03429,28,40.01819,44,15.55,28,17.629612,9.66E-07,29,26,159.8,0,46.65,40,29,99.768684,30,35.7702
312,1678924000,40.040504,28,40.02379,44,15.6,28,17.674,9.66E-07,30,26,159.56,0,46.8,40,29,99.58787,30,35.773537
313,1678924300,40.014034,28,40.01146,44,15.65,28,17.718323,9.66E-07,30,26,160.54,0,46.95,40,29,99.48687,30,35.719322
314,1678924400,40.030346,28,40.022537,44,15.7,28,17.762917,9.66E-07,29,26,159,0,47.1,40,29,99.54395,30,35.772167
315,1678924500,40.042164,28,40.026188,44,15.75,28,17.807083,9.66E-07,30,25,159.833,0,47.25,40,29,99.44614,30,35.7627
316,1678924700,40.022045,28,40.00407,44,15.8,28,17.85148,9.66E-07,30,25,160.167,0,47.4,40,29,99.302536,30,35.728962
317,1678924900,40.021477,28,40.02066,44,15.85,28,17.895971,9.66E-07,30,26,159.357,0,47.55,40,29,99.51866,30,35.778328
318,1678925000,40.022045,28,40.015625,44,15.9,28,17.940239,9.66E-07,29,25,160,0,47.7,40,29,99.32545,29,35.7654
319,1678925200,40.031803,28,40.01585,44,15.95,28,17.984682,9.66E-07,30,26,159.79,0,47.85,40,29,99.34607,29,35.741367
320,1678925400,40.040047,28,40.029823,44,16,28,18.029068,9.66E-07,30,26,159.665,0,48,40,29,99.54154,30,35.76915
321,1678925600,40.023743,28,40.020554,44,16.05,28,18.07342,9.66E-07,30,25,160.5,0,48.15,40,29,99.6943,30,35.780247
322,1678925700,40.043247,28,40.038517,44,16.1,28,18.118004,9.66E-07,30,26,158.759,0,48.3,40,29,99.84973,29,35.76119
323,1678925800,40.03177,28,40.01706,44,16.15,28,18.162104,9.66E-07,30,25,160,0,48.45,40,28,99.73085,30,35.75254
324,1678926100,40.03125,28,40.020477,44,16.2,28,18.206547,9.66E-07,30,26,159.974,0,48.6,40,29,99.80581,30,35.78072
325,1678926200,40.03273,28,40.01976,44,16.25,28,18.250984,9.66E-07,30,26,159.169,0,48.75,40,28,99.77917,30,35.78695
326,1678926300,40.039204,28,40.036488,44,16.3,28,18.295198,9.66E-07,30,26,159.928,0,48.9,40,28,99.63298,29,35.758957
327,1678926500,40.0039,28,39.99843,44,16.35,28,18.339622,9.66E-07,30,26,160.072,0,49.05,40,29,99.671364,30,35.80397
328,1678926700,40.031677,28,40.024323,44,16.4,28,18.384087,9.66E-07,30,26,160.119,0,49.2,40,29,99.593636,30,35.779316
329,1678926800,40.0461,28,40.036972,44,16.45,28,18.428564,9.66E-07,30,26,159.767,0,49.35,40,28,99.50172,30,35.78057
330,1678927000,40.024456,28,40.007286,44,16.5,28,18.472944,1.74E-06,30,26,159.15,0,49.5,40,29,99.441666,30,35.763752
331,1678927100,40.025238,28,40.008022,44,16.55,28,18.517153,1.74E-06,29,25,159.85,0,49.65,40,28,99.6163,30,35.770584
332,1678927400,40.03248,28,40.019104,44,16.6,28,18.561556,1.74E-06,30,25,160.114,0,49.8,40,29,99.553085,29,35.751545
333,1678927500,40.03776,28,40.02673,44,16.65,28,18.606031,1.74E-06,29,25,159.132,0,49.95,40,28,99.4676,30,35.769474
334,1678927600,40.03466,28,40.02004,44,16.7,28,18.650234,1.74E-06,30,26,159.82,0,50.1,40,28,99.63436,30,35.803734
335,1678927700,40.029186,28,40.02102,44,16.75,28,18.69463,1.74E-06,30,26,160,0,50.25,40,29,99.61521,29,35.771225
336,1678927900,40.023052,28,40.01815,44,16.8,28,18.739075,1.74E-06,30,26,159.834,0,50.4,40,28,99.66166,30,35.76632
337,1678928100,40.02101,28,40.01547,44,16.85,28,18.783472,1.74E-06,30,26,160.357,0,50.55,40,28,99.62082,30,35.7527
338,1678928300,40.014114,28,39.99803,44,16.9,28,18.828016,1.74E-06,29,25,158.476,0,50.7,40,28,99.70058,30,35.75374
339,1678928400,40.03057,28,40.027527,44,16.95,28,18.872038,1.74E-06,30,26,159.881,0,50.85,40,28,99.82562,30,35.769863
340,1678928500,40.032223,28,40.023262,44,17,28,18.916449,1.74E-06,30,26,160.357,0,51,40,28,99.71072,29,35.73486
341,1678928800,40.03224,28,40.02495,44,17.05,28,18.960993,1.74E-06,30,26,159.129,0,51.15,40,28,99.73142,30,35.726784
342,1678928900,40.029015,28,40.023655,44,17.1,28,19.005194,1.74E-06,30,26,159.566,0,51.3,40,28,99.54567,29,35.72043
343,1678929000,40.0125,28,40.009834,44,17.15,28,19.049519,1.74E-06,29,25,160.109,0,51.45,40,29,99.52045,29,35.69897
344,1678929200,40.024696,28,40.00578,44,17.2,28,19.093992,1.74E-06,29,26,160.291,0,51.6,40,28,99.67438,30,35.74462
345,1678929400,40.022747,28,40.01087,44,17.25,28,19.138517,1.74E-06,30,26,159.867,0,51.75,40,28,99.45752,29,35.738865
346,1678929500,40.02933,28,40.02759,44,17.3,28,19.182926,1.74E-06,29,25,160.133,0,51.9,40,29,99.59004,30,35.72455
347,1678929700,40.033867,28,40.022507,44,17.35,28,19.227407,1.74E-06,30,26,159.834,0,52.05,40,28,99.4423,30,35.76507
348,1678929800,40.03728,28,40.03724,44,17.4,28,19.271805,1.74E-06,29,25,160.038,0,52.2,40,29,99.54742,30,35.755295
349,1678930000,40.027752,28,40.011166,44,17.45,28,19.316261,1.74E-06,29,26,158.906,0,52.35,40,28,99.5263,30,35.74942
350,1678930200,40.018524,28,40.005405,44,17.5,28,19.360401,1.74E-06,29,25,160.431,0,52.5,40,28,99.64016,30,35.73256
351,1678930300,40.0222,28,39.998158,44,17.55,28,19.404964,1.74E-06,30,26,159.902,0,52.65,40,29,99.51443,29,35.7375
352,1678930600,40.032158,28,40.027405,44,17.6,28,19.449383,1.74E-06,30,26,159.813,0,52.8,40,28,99.43003,30,35.691643
353,1678930700,40.012238,28,40.009346,44,17.65,28,19.493774,1.74E-06,30,26,159.981,0,52.95,40,28,99.66625,30,35.75391
354,1678930800,40.039974,28,40.02909,44,17.7,28,19.538214,1.74E-06,29,26,159.929,0,53.1,40,28,99.65716,30,35.730606
355,1678931000,40.01545,28,40.01035,44,17.75,28,19.58264,1.74E-06,30,25,159.423,0,53.25,40,28,99.84244,30,35.720867
356,1678931200,40.045464,28,40.04002,44,17.8,28,19.626923,1.74E-06,30,26,160.91,0,53.4,40,28,100.01695,29,35.755016
357,1678931300,40.028248,28,40.01087,44,17.85,28,19.67162,1.74E-06,29,25,158.292,0,53.55,40,28,99.66409,30,35.76823
358,1678931500,40.03012,28,40.019535,43,17.9,28,19.71559,1.74E-06,30,26,160.125,0,53.7,40,29,99.815575,30,35.76992
359,1678931600,40.018,28,40.014664,44,17.95,28,19.760069,1.74E-06,30,26,160.416,0,53.85,40,29,99.766,30,35.75503
360,1678931800,40.0128,28,40.00858,43,18,28,19.80463,1.74E-06,29,25,159.25,0,54,40,28,99.69918,29,35.72356
361,1678932000,40.039253,28,40.03881,44,18.05,28,19.848866,1.74E-06,29,25,160,0,54.15,40,28,99.75966,29,35.760887
362,1678932100,40.025955,28,40.016838,44,18.1,28,19.89331,1.74E-06,30,25,159.941,0,54.3,40,29,99.61751,29,35.780922
363,1678932200,40.02797,28,40.005764,44,18.15,28,19.937738,1.74E-06,30,26,159.531,0,54.45,40,28,99.47964,29,35.75093
364,1678932400,40.010117,28,40.002205,44,18.2,28,19.982052,1.74E-06,29,25,160.112,0,54.6,40,28,99.55839,29,35.746597
365,1678932600,40.037746,28,40.02277,43,18.25,28,20.026527,1.74E-06,29,26,159.25,0,54.75,40,28,99.655266,29,35.78405
366,1678932700,40.018017,28,40.015064,44,18.3,28,20.070765,1.74E-06,30,26,159.788,0,54.9,40,28,99.514175,29,35.7724
367,1678932900,40.01009,28,40.00679,43,18.35,28,20.115149,1.74E-06,30,25,160.176,0,55.05,40,28,99.5455,29,35.755943
368,1678933000,40.02581,28,40.01435,43,18.4,28,20.159643,1.74E-06,29,25,159,0,55.2,40,28,99.64301,29,35.73454
369,1678933200,40.02436,28,40.021088,44,18.45,28,20.20381,1.74E-06,29,26,159.536,0,55.35,40,28,99.86339,29,35.76648
370,1678933400,40.037163,28,40.033955,43,18.5,28,20.248125,1.74E-06,29,26,160.083,0,55.5,40,28,99.764435,29,35.74011
371,1678933500,40.00892,28,40.009537,43,18.55,28,20.292593,1.74E-06,29,26,159.58,0,55.65,40,28,99.7822,29,35.75156
372,1678933600,40.01523,28,40.00809,44,18.6,28,20.33692,1.74E-06,29,25,160.037,0,55.8,40,28,99.73033,29,35.717754
373,1678933900,40.02368,28,40.012318,43,18.65,28,20.381374,1.34E-06,29,25,158.907,0,55.95,40,28,99.80216,29,35.733562
374,1678934000,40.00758,28,40.010044,43,18.7,28,20.425516,1.34E-06,30,26,160.09,0,56.1,40,28,99.635124,29,35.700493
375,1678934100,40.033447,28,40.024345,43,18.75,28,20.469986,1.34E-06,30,26,159.803,0,56.25,40,28,99.53458,29,35.708054
376,1678934300,40.021393,28,40.014946,43,18.8,28,20.514376,1.34E-06,29,25,159.788,0,56.4,40,28,99.76366,29,35.709633
377,1678934500,40.02938,28,40.019653,43,18.85,28,20.55876,1.34E-06,29,26,159.712,0,56.55,40,28,99.5805,29,35.739117
378,1678934700,40.025978,28,40.023228,43,18.9,28,20.603125,1.34E-06,29,26,159.678,0,56.7,40,28,99.741,29,35.79934
379,1678934800,40.009415,28,40.004543,43,18.95,28,20.64748,1.34E-06,29,26,159.738,0,56.85,40,28,99.61851,29,35.770515
380,1678934900,40.03172,28,40.024994,43,19,28,20.691853,1.34E-06,30,26,160.056,0,57,40,28,99.65244,29,35.774193
381,1678935200,40.019512,28,40.00277,43,19.05,28,20.736311,1.34E-06,29,25,159.778,0,57.15,40,28,99.62189,29,35.766567
382,1678935300,40.01092,28,40.008846,43,19.1,28,20.780695,1.34E-06,30,25,159.25,0,57.3,40,28,99.612015,29,35.73534
383,1678935400,40.044037,28,40.027344,43,19.15,28,20.82493,1.34E-06,30,26,160.107,0,57.45,40,28,99.47313,29,35.758656
384,1678935600,40.037174,28,40.030464,43,19.2,28,20.869404,1.34E-06,30,26,159.587,0,57.6,40,28,99.5988,29,35.765648
385,1678935800,40.02226,28,40.00812,43,19.25,28,20.913734,1.34E-06,29,25,159.931,0,57.75,40,28,99.61794,29,35.702835
