Layer Number,absolute_image_capture_timestamp,actual_ventilator_flow_rate,bottom_chamber_temperature,bottom_flow_rate,bottom_flow_temperature,build_chamber_position,build_plate_temperature,build_time,gas_loop_oxygen,glass_scale_temperature,laser_rail_temperature,layer_times,module_oxygen,powder_chamber_position,target_ventilator_flow_rate,top_chamber_temperature,top_flow_rate,top_flow_temperature,ventilator_speed
942,1679024800,40.007378,29,39.994137,45,47.1,29,45.627144,2.59E-06,30,26,159.714,0,141.3,40,30,100.103134,31,36.52464
943,1679024900,40.01633,29,40.003906,45,47.15,29,45.67151,2.59E-06,30,26,159.072,0,141.45,40,30,100.48704,31,36.59656
944,1679025000,40.00192,29,40.001385,45,47.2,29,45.715694,2.59E-06,30,26,159.954,0,141.6,40,30,100.36165,31,36.596703
945,1679025300,40.00331,29,39.9984,45,47.25,29,45.760124,2.59E-06,30,26,159.379,0,141.75,40,30,100.196396,31,36.551258
946,1679025400,40.00876,29,39.998585,45,47.3,29,45.804398,2.59E-06,30,26,159.712,0,141.9,40,30,100.3738,31,36.59676
947,1679025500,40.005333,29,40.005875,45,47.35,29,45.848763,2.59E-06,30,26,160.121,0,142.05,40,30,100.12221,31,36.562195
948,1679025700,39.994217,29,39.99439,45,47.4,29,45.89324,2.59E-06,30,26,158.976,0,142.2,40,30,100.09418,31,36.56223
949,1679025800,40.003986,29,40.00045,45,47.45,29,45.9374,2.59E-06,30,26,159.858,0,142.35,40,30,100.17386,31,36.556602
950,1679026000,40.001366,29,40.006218,45,47.5,29,45.981804,2.59E-06,30,26,159.452,0,142.5,40,30,100.02523,31,36.553696
951,1679026200,40.02958,29,40.029705,45,47.55,29,46.026096,2.59E-06,30,26,159.586,0,142.65,40,30,99.96896,31,36.519726
952,1679026300,39.99335,29,39.995426,45,47.6,29,46.070427,2.59E-06,30,26,159.962,0,142.8,40,30,99.98075,31,36.569332
953,1679026400,40.009922,29,40.00298,45,47.65,29,46.11486,2.59E-06,30,26,159.642,0,142.95,40,30,99.992516,31,36.534523
954,1679026700,40.00237,29,39.99273,45,47.7,29,46.159206,2.59E-06,30,26,159.441,0,143.1,40,30,100.12709,31,36.55189
955,1679026800,40.02515,29,40.027412,45,47.75,29,46.203495,2.59E-06,30,26,159.817,0,143.25,40,30,100.22541,31,36.583805
956,1679027000,40.005264,29,40.008854,45,47.8,29,46.24789,2.59E-06,30,26,159.284,0,143.4,40,30,100.22978,31,36.55612
957,1679027100,39.98893,29,39.994312,45,47.85,29,46.292133,2.59E-06,30,26,159.691,0,143.55,40,30,100.30448,31,36.544334
958,1679027300,40.00423,29,40.00035,45,47.9,29,46.336494,2.59E-06,30,26,160.548,0,143.7,40,30,100.16438,31,36.569122
959,1679027500,40.008076,29,40.001644,45,47.95,29,46.38109,2.59E-06,30,26,158.777,0,143.85,40,30,100.33743,31,36.592564
960,1679027600,40.010628,29,40.006996,45,48,29,46.425194,2.59E-06,30,26,159.85,0,144,40,30,100.317955,31,36.611416
961,1679027700,40.0083,29,40.00228,45,48.05,29,46.469597,2.59E-06,30,26,159.95,0,144.15,40,30,100.28059,31,36.587967
962,1679028000,40.028374,29,40.027164,45,48.1,29,46.514027,2.59E-06,30,26,159.147,0,144.3,40,30,100.30311,31,36.630447
963,1679028100,40.00978,29,40.007664,45,48.15,29,46.558235,2.59E-06,30,26,160.153,0,144.45,40,30,100.21462,31,36.60602
964,1679028200,40.018353,29,40.005836,45,48.2,29,46.602722,2.59E-06,30,26,158.9,0,144.6,40,30,100.23419,31,36.63664
965,1679028400,40.018612,29,40.004276,45,48.25,29,46.646862,2.59E-06,30,26,159.925,0,144.75,40,30,100.315445,31,36.65175
966,1679028600,40.023304,29,40.01458,45,48.3,29,46.691284,2.59E-06,30,26,160.16,0,144.9,40,30,100.158264,31,36.606865
967,1679028700,40.004948,29,39.99993,45,48.35,29,46.735775,2.59E-06,30,26,158.992,0,145.05,40,30,100.31542,31,36.64436
968,1679028900,40.011288,29,40.00012,45,48.4,29,46.779938,2.59E-06,30,26,159.473,0,145.2,40,30,100.26514,31,36.647915
969,1679029000,40.0104,29,40.00541,45,48.45,29,46.824238,2.59E-06,30,26,160.416,0,145.35,40,30,100.49443,31,36.646824
970,1679029200,40.011772,29,39.996887,45,48.5,29,46.868797,2.59E-06,30,26,159.034,0,145.5,40,30,100.374016,31,36.638783
971,1679029400,40.021553,29,40.009605,45,48.55,29,46.91297,2.59E-06,30,26,160.157,0,145.65,40,30,100.700775,32,36.678818
972,1679029500,40.019493,29,40.017006,45,48.6,29,46.95746,2.59E-06,30,26,158.809,0,145.8,40,30,100.58204,31,36.64246
973,1679029600,39.99721,29,40.011845,45,48.65,29,47.001575,2.59E-06,30,26,159.5,0,145.95,40,30,100.32616,31,36.58906
974,1679029900,39.999226,29,39.982994,45,48.7,29,47.04588,2.59E-06,30,26,159.784,0,146.1,40,30,100.19451,31,36.591938
975,1679030000,40.009087,29,40.01464,45,48.75,29,47.090263,2.59E-06,30,26,159.335,0,146.25,40,30,100.179306,31,36.60186
976,1679030100,40.021187,29,40.017933,45,48.8,29,47.134525,2.59E-06,30,26,160.215,0,146.4,40,30,100.486855,31,36.677116
977,1679030300,40.01666,29,40.010277,45,48.85,29,47.179028,2.59E-06,30,26,159.272,0,146.55,40,30,100.33874,31,36.637436
978,1679030500,40.019417,29,40.01395,45,48.9,29,47.22327,2.59E-06,30,26,159.894,0,146.7,40,30,100.29575,31,36.65726
979,1679030700,40.02391,29,40.022198,45,48.95,29,47.267685,2.59E-06,30,26,160.061,0,146.85,40,30,100.13557,32,36.654778
980,1679030800,40.001366,29,39.98978,45,49,29,47.312145,2.59E-06,30,26,158.773,0,147,40,30,100.1651,31,36.62064
981,1679030900,39.991722,29,39.994377,45,49.05,29,47.35625,2.59E-06,30,26,159.9,0,147.15,40,30,100.1675,31,36.61965
982,1679031200,40.016113,29,40.01026,45,49.1,29,47.400665,2.59E-06,30,26,160.183,0,147.3,40,30,100.48052,31,36.649364
983,1679031300,40.041813,29,40.0345,45,49.15,29,47.445164,2.59E-06,30,26,159.017,0,147.45,40,30,100.32408,31,36.586964
984,1679031400,40.026356,30,40.027164,45,49.2,30,47.489334,2.59E-06,30,26,159.926,0,147.6,40,30,100.6596,31,36.674778
985,1679031600,40.016075,29,40.002754,45,49.25,29,47.533756,2.59E-06,30,26,160.057,0,147.75,40,30,100.578835,31,36.619198
986,1679031800,40.03973,29,40.031197,45,49.3,29,47.578217,2.59E-06,30,26,158.917,0,147.9,40,30,100.58637,31,36.663563
987,1679031900,40.006332,29,40.01598,45,49.35,29,47.62236,2.59E-06,30,26,159.833,0,148.05,40,30,100.46474,31,36.64643
988,1679032000,40.02292,29,40.01915,45,49.4,29,47.66676,2.59E-06,30,26,159.333,0,148.2,40,30,100.54397,31,36.65829
989,1679032200,40.01653,29,40.012962,45,49.45,29,47.711018,2.59E-06,30,26,160.134,0,148.35,40,30,100.35545,31,36.64448
990,1679032400,40.006138,29,40.009235,45,49.5,29,47.7555,2.52E-06,30,26,159.7,0,148.5,40,30,100.19765,31,36.652393
991,1679032600,40.028698,29,40.02748,45,49.55,29,47.799862,2.52E-06,30,26,159.1,0,148.65,40,30,100.14443,31,36.635303
992,1679032700,40.01286,29,39.99943,45,49.6,29,47.844055,2.52E-06,30,26,160.15,0,148.8,40,30,100.11187,31,36.663364
993,1679032800,40.02479,29,40.013565,45,49.65,29,47.888542,2.52E-06,30,26,159.916,0,148.95,40,30,100.05838,31,36.665146
994,1679033100,40.027092,30,40.0214,45,49.7,30,47.932964,2.52E-06,30,26,159.084,0,149.1,40,30,100.4177,31,36.667225
995,1679033200,40.025055,29,40.011692,45,49.75,29,47.977154,2.52E-06,30,26,159.583,0,149.25,40,30,100.52467,32,36.649242
996,1679033300,40.003315,29,40.00115,45,49.8,29,48.02148,2.52E-06,30,26,159.444,0,149.4,40,30,100.48484,32,36.641865
997,1679033500,40.02407,30,40.01939,45,49.85,30,48.065773,2.52E-06,30,26,159.639,0,149.55,40,30,100.746414,32,36.669243
998,1679033700,40.032806,30,40.033493,45,49.9,30,48.110115,2.52E-06,30,26,159.984,0,149.7,40,30,100.66694,31,36.674168
999,1679033900,40.01208,30,40.004967,45,49.95,30,48.154556,2.52E-06,30,26,159.236,0,149.85,40,30,100.62095,32,36.65439
1000,1679034000,39.739204,30,39.73674,45,50,30,48.198788,2.52E-06,30,26,220.292,0,150,40,30,100.24687,32,36.782825
1001,1679034200,40.030766,29,40.024086,45,50.05,29,48.25998,2.52E-06,30,26,160.016,0,150.15,40,30,100.50831,32,36.687607
1002,1679034400,40.023643,29,40.013706,45,50.1,29,48.30443,2.52E-06,30,26,159.431,0,150.3,40,30,100.38185,31,36.685482
1003,1679034500,40.011147,29,40.01552,45,50.15,29,48.348717,2.52E-06,30,26,159.572,0,150.45,40,30,100.44902,32,36.696136
1004,1679034800,40.028423,30,40.010227,45,50.2,30,48.39304,2.52E-06,30,26,159.553,0,150.6,40,30,100.266975,32,36.699802
1005,1679034900,40.041622,29,40.03547,45,50.25,29,48.437363,2.52E-06,30,26,159.388,0,150.75,40,30,100.387566,31,36.66882
1006,1679035000,40.02082,29,40.016106,45,50.3,29,48.481636,2.52E-06,29,26,160.362,0,150.9,40,30,100.1201,32,36.687546
1007,1679035100,40.0344,30,40.015858,45,50.35,30,48.52618,2.52E-06,30,26,158.666,0,151.05,40,30,100.32314,31,36.683266
1008,1679035400,40.026157,29,40.016907,45,50.4,29,48.570255,2.52E-06,30,26,159.959,0,151.2,40,30,100.48481,32,36.707504
1009,1679035500,40.02755,29,40.02217,45,50.45,29,48.61469,2.52E-06,30,26,159.925,0,151.35,40,30,100.533394,32,36.69411
1010,1679035600,40.033005,29,40.021156,45,50.5,29,48.65911,2.52E-06,30,26,159.033,0,151.5,40,30,100.6691,32,36.700073
1011,1679035800,40.036198,30,40.0325,45,50.55,30,48.703285,2.52E-06,30,26,159.745,0,151.65,40,30,100.76272,32,36.697838
1012,1679036000,40.021355,30,40.01582,45,50.6,30,48.74766,2.52E-06,30,26,160.005,0,151.8,40,30,100.74936,31,36.682693
1013,1679036200,40.035286,30,40.025436,45,50.65,30,48.792107,2.52E-06,30,26,159.317,0,151.95,40,30,100.828125,31,36.723038
1014,1679036300,40.029305,30,40.019085,45,50.7,30,48.83636,2.52E-06,30,26,160.6,0,152.1,40,30,100.73661,32,36.75884
1015,1679036400,40.027924,30,40.029137,45,50.75,30,48.880974,2.52E-06,30,26,159.166,0,152.25,40,30,100.70668,32,36.716312
1016,1679036700,40.022766,30,40.011234,45,50.8,30,48.925186,2.52E-06,30,26,159.25,0,152.4,40,30,100.45816,32,36.731503
1017,1679036800,40.02522,29,40.02432,45,50.85,29,48.96942,2.52E-06,30,26,163.684,0,152.55,40,30,100.39506,31,36.68406
1018,1679036900,40.035007,30,40.01383,45,50.9,30,49.01489,2.52E-06,30,26,163.337,0,152.7,40,30,100.43802,32,36.70091
1019,1679037000,40.041267,30,40.038185,45,50.95,30,49.06026,2.52E-06,30,26,159.951,0,152.85,40,30,100.30383,32,36.74985
1020,1679037300,40.017464,30,40.016632,45,51,30,49.10469,2.52E-06,30,26,159.397,0,153,40,30,100.27822,32,36.7192
1021,1679037400,40.047516,30,40.035976,45,51.05,30,49.148968,2.52E-06,30,26,159.603,0,153.15,40,30,100.21816,32,36.678635
1022,1679037600,40.024155,30,40.016685,45,51.1,30,49.193302,2.52E-06,30,26,159.817,0,153.3,40,30,100.439095,32,36.718506
1023,1679037700,40.03177,30,40.011127,45,51.15,30,49.237698,2.52E-06,30,26,159.072,0,153.45,40,30,100.61552,32,36.71131
1024,1679038000,40.022953,30,40.008465,45,51.2,30,49.281883,2.52E-06,30,26,159.984,0,153.6,40,30,100.84505,32,36.743896
1025,1679038100,40.0321,30,40.017982,45,51.25,30,49.32632,1.14E-05,30,26,159.989,0,153.75,40,30,100.67257,32,36.703182
1026,1679038200,40.01161,30,39.99982,45,51.3,30,49.370766,1.14E-05,29,26,158.704,0,153.9,40,30,100.82839,32,36.751728
1027,1679038300,40.022366,30,40.02684,45,51.35,30,49.41485,1.14E-05,30,26,160.296,0,154.05,40,30,100.94339,32,36.743397
1028,1679038600,40.016926,30,40.01132,45,51.4,30,49.459373,1.14E-05,30,26,159.964,0,154.2,40,30,100.73865,32,36.71253
1029,1679038700,40.03374,30,40.01884,45,51.45,30,49.50381,1.14E-05,30,26,159.214,0,154.35,40,30,100.87603,32,36.727257
1030,1679038800,40.014214,30,40.00575,45,51.5,30,49.548035,1.33E-06,30,26,160.005,0,154.5,40,30,100.75568,32,36.740387
1031,1679039000,40.027687,30,40.02368,45,51.55,30,49.59248,1.33E-06,30,26,159.4,0,154.65,40,30,100.66239,32,36.73847
1032,1679039200,40.015068,30,40.017006,45,51.6,30,49.63676,1.33E-06,30,26,159.229,0,154.8,40,30,100.38311,31,36.690613
1033,1679039400,40.042187,30,40.028748,45,51.65,30,49.68099,1.33E-06,30,26,159.738,0,154.95,40,30,100.52197,32,36.737377
1034,1679039500,40.028275,30,40.027832,45,51.7,30,49.72536,1.33E-06,30,26,159.366,0,155.1,40,30,100.5594,32,36.776157
1035,1679039600,40.028477,30,40.019444,45,51.75,30,49.76963,1.33E-06,30,26,160.084,0,155.25,40,30,100.59922,32,36.752155
1036,1679039900,40.002316,30,39.98981,45,51.8,30,49.8141,1.33E-06,30,26,159.138,0,155.4,40,30,100.63671,32,36.77145
1037,1679040000,40.026085,30,40.023045,45,51.85,30,49.858303,1.33E-06,30,26,159.994,0,155.55,40,30,100.527504,32,36.768055
1038,1679040100,40.0317,30,40.015617,45,51.9,30,49.902744,1.33E-06,30,26,159.618,0,155.7,40,30,100.78533,32,36.794014
1039,1679040300,40.02624,30,40.013138,45,51.95,30,49.947083,1.33E-06,30,26,159.433,0,155.85,40,30,100.92694,32,36.831127
1040,1679040500,40.033012,30,40.02483,46,52,30,49.99137,1.33E-06,30,26,159.913,0,156,40,30,101.034645,32,36.77904
1041,1679040600,40.04167,30,40.034866,45,52.05,30,50.03579,1.33E-06,30,26,159.654,0,156.15,40,30,100.91544,32,36.804867
1042,1679040800,40.02614,30,40.027885,45,52.1,30,50.08014,1.33E-06,30,26,159.038,0,156.3,40,30,100.86768,32,36.83341
1043,1679040900,40.017475,30,40.01225,45,52.15,30,50.124317,1.33E-06,30,26,159.774,0,156.45,40,30,100.897385,32,36.82962
1044,1679041000,40.033337,30,40.02211,45,52.2,30,50.168697,1.33E-06,30,26,159.438,0,156.6,40,30,100.76562,31,36.800777
1045,1679041300,40.026936,30,40.022064,45,52.25,30,50.212986,1.33E-06,30,26,159.25,0,156.75,40,30,100.60403,32,36.801594
1046,1679041400,40.026302,30,40.019672,45,52.3,30,50.25722,1.33E-06,30,26,159.625,0,156.9,40,30,100.756744,32,36.809708
1047,1679041500,40.025978,30,40.014397,45,52.35,30,50.301563,1.33E-06,30,26,159.465,0,157.05,40,30,100.28597,32,36.821594
1048,1679041700,40.02248,30,40.01033,45,52.4,30,50.34586,1.33E-06,30,26,159.51,0,157.2,40,30,100.3122,32,36.79293
1049,1679041900,40.044144,30,40.02635,45,52.45,30,50.390167,1.33E-06,30,26,160.209,0,157.35,40,30,100.51347,31,36.82269
1050,1679042000,40.033188,30,40.022438,45,52.5,30,50.43467,1.33E-06,30,26,158.691,0,157.5,40,30,100.50728,32,36.783764
1051,1679042200,40.01737,30,40.009228,45,52.55,30,50.47875,1.33E-06,30,26,159.9,0,157.65,40,30,100.81481,31,36.847496
1052,1679042300,40.019474,30,40.006527,45,52.6,30,50.523167,1.33E-06,30,26,159.537,0,157.8,40,30,100.73089,31,36.782764
1053,1679042600,40.0319,30,40.019947,45,52.65,30,50.567482,1.33E-06,30,26,159.463,0,157.95,40,30,100.584335,31,36.811596
1054,1679042700,40.019073,30,40.014416,45,52.7,30,50.61178,1.33E-06,30,26,159.3,0,158.1,40,30,100.74516,31,36.806778
1055,1679042800,40.010605,30,40.007534,45,52.75,30,50.65603,1.33E-06,30,26,160.1,0,158.25,40,30,100.53487,31,36.777187
1056,1679043000,40.04577,30,40.03234,45,52.8,30,50.7005,1.33E-06,30,26,159,0,158.4,40,30,100.37092,31,36.778797
1057,1679043200,40.038513,30,40.02363,45,52.85,30,50.744667,1.33E-06,30,26,160.616,0,158.55,40,30,100.428154,31,36.768066
1058,1679043300,40.018063,30,40.013725,45,52.9,30,50.789284,1.33E-06,30,26,158.834,0,158.7,40,30,100.21013,31,36.77095
1059,1679043500,40.030575,30,40.016388,45,52.95,30,50.833405,1.33E-06,30,26,159.687,0,158.85,40,30,100.198975,31,36.787098
1060,1679043600,40.022854,30,40.011745,45,53,30,50.87776,1.33E-06,30,26,159.463,0,159,40,30,100.27262,31,36.76743
1061,1679043800,40.016956,30,40.010628,45,53.05,30,50.922054,1.33E-06,30,26,159.1,0,159.15,40,30,100.203545,31,36.781525
1062,1679044000,40.024483,29,40.01196,45,53.1,29,50.96625,1.33E-06,30,26,159.666,0,159.3,40,30,100.22348,31,36.763367
1063,1679044100,40.04189,30,40.0289,45,53.15,30,51.0106,1.33E-06,30,26,159.584,0,159.45,40,30,100.193115,31,36.793537
1064,1679044200,40.02614,30,40.01752,45,53.2,30,51.05493,1.33E-06,30,26,159.583,0,159.6,40,30,100.204315,31,36.785614
1065,1679044500,40.017704,29,40.003075,45,53.25,29,51.09926,1.33E-06,30,26,159.917,0,159.75,40,30,100.31753,31,36.771584
1066,1679044600,40.0255,30,40.01147,45,53.3,30,51.14368,1.33E-06,30,26,159.321,0,159.9,40,30,100.36422,31,36.786667
1067,1679044700,40.031513,29,40.02632,45,53.35,29,51.187935,1.33E-06,30,26,159.762,0,160.05,40,30,100.32821,31,36.740143
1068,1679044900,40.027725,30,40.02039,45,53.4,30,51.232315,1.33E-06,30,26,159.792,0,160.2,40,30,100.39226,31,36.773777
1069,1679045100,40.02755,30,40.024612,45,53.45,30,51.276703,1.33E-06,30,26,159.375,0,160.35,40,30,100.43841,31,36.78177
1070,1679045200,40.030807,30,40.017868,45,53.5,30,51.320972,1.33E-06,30,26,159.75,0,160.5,40,30,100.36362,31,36.820297
1071,1679045400,40.020588,29,40.01097,45,53.55,29,51.36535,1.33E-06,30,26,160.15,0,160.65,40,30,100.254875,31,36.80411
1072,1679045500,40.01953,30,40.016434,45,53.6,30,51.409832,1.33E-06,30,26,159.225,0,160.8,40,30,100.21666,31,36.772945
1073,1679045800,40.029175,29,40.018177,45,53.65,29,51.454063,1.33E-06,30,26,160.16,0,160.95,40,30,100.25315,31,36.79794
1074,1679045900,40.01392,30,39.997433,45,53.7,30,51.49855,1.33E-06,30,26,159.072,0,161.1,40,30,100.255394,31,36.796238
1075,1679046000,40.02747,30,40.019077,45,53.75,30,51.54274,1.33E-06,30,26,159.809,0,161.25,40,30,100.23721,31,36.83884
1076,1679046100,40.027473,29,40.02229,45,53.8,29,51.587128,1.33E-06,30,26,159.857,0,161.4,40,30,100.15893,31,36.79251
1077,1679046400,40.020752,30,40.015873,45,53.85,30,51.631535,1.33E-06,30,26,158.977,0,161.55,40,30,100.21784,31,36.801754
1078,1679046500,40.022003,30,40.016582,45,53.9,30,51.675694,1.33E-06,30,26,159.973,0,161.7,40,30,100.13453,31,36.783375
1079,1679046700,40.03888,29,40.020638,45,53.95,29,51.72013,1.33E-06,30,26,160.327,0,161.85,40,30,100.29278,31,36.78578
1080,1679046800,40.017456,29,40.01716,45,54,29,51.764668,1.33E-06,30,26,159.154,0,162,40,30,100.44383,31,36.812084
1081,1679047000,40.025864,29,40.018745,45,54.05,29,51.808876,1.33E-06,30,26,159.903,0,162.15,40,30,100.45219,31,36.800182
1082,1679047200,40.029797,30,40.017025,45,54.1,30,51.853294,8.56E-06,30,26,159.324,0,162.3,40,30,100.48885,31,36.821297
1083,1679047300,40.012917,29,40.00341,45,54.15,29,51.89755,8.56E-06,30,26,159.524,0,162.45,40,30,100.3797,31,36.78979
1084,1679047400,40.023865,29,40.012905,45,54.2,29,51.941864,8.56E-06,30,26,159.961,0,162.6,40,30,100.45675,31,36.818863
1085,1679047700,40.025417,30,40.0126,45,54.25,30,51.986298,8.56E-06,30,26,159.084,0,162.75,40,30,100.28151,31,36.800972
1086,1679047800,40.031986,29,40.02054,45,54.3,29,52.030487,8.56E-06,30,26,159.916,0,162.9,40,30,100.28841,31,36.822083
1087,1679048000,40.027935,29,40.023163,45,54.35,29,52.074905,8.56E-06,30,26,159.584,0,163.05,40,30,100.3469,31,36.836777
1088,1679048100,40.01086,30,40.001884,45,54.4,30,52.119236,8.56E-06,30,26,159.321,0,163.2,40,30,100.18582,31,36.85663
1089,1679048300,40.023407,30,40.015038,45,54.45,30,52.16349,8.56E-06,30,26,159.651,0,163.35,40,30,100.06293,31,36.81778
1090,1679048400,40.019047,30,40.005337,45,54.5,30,52.20784,2.44E-06,30,26,159.444,0,163.5,40,30,100.114136,31,36.79894
1091,1679048600,40.032578,29,40.020535,45,54.55,29,52.25213,2.44E-06,30,26,159.879,0,163.65,40,30,100.21495,31,36.81668
1092,1679048700,40.029675,29,40.02396,45,54.6,29,52.29654,2.44E-06,30,26,159.788,0,163.8,40,30,100.18847,31,36.80909
1093,1679049000,40.025364,30,40.012665,45,54.65,30,52.340927,2.44E-06,30,26,158.917,0,163.95,40,30,100.513054,31,36.88029
1094,1679049100,40.03213,29,40.014618,45,54.7,29,52.38507,2.44E-06,30,26,159.386,0,164.1,40,30,100.48251,31,36.82392
1095,1679049200,40.002853,29,40.005936,45,54.75,29,52.429344,2.44E-06,30,26,159.864,0,164.25,40,30,100.48204,31,36.86669
1096,1679049300,40.04132,29,40.029957,45,54.8,29,52.47375,2.44E-06,30,26,159,0,164.4,40,30,100.34823,31,36.83002
1097,1679049600,40.033463,29,40.01927,45,54.85,29,52.517918,2.44E-06,30,26,159.147,0,164.55,40,30,100.2931,31,36.83033
1098,1679049700,40.032204,29,40.0214,45,54.9,29,52.562122,2.44E-06,30,26,160.103,0,164.7,40,30,100.15532,31,36.786976
1099,1679049900,40.017105,29,40.0095,45,54.95,29,52.606598,2.44E-06,30,26,158.964,0,164.85,40,30,100.161964,31,36.829403
1100,1679050000,40.027203,29,40.02083,45,55,29,52.650753,2.44E-06,30,26,160.161,0,165,40,30,100.1597,31,36.831623
1101,1679050200,40.034447,30,40.031258,45,55.05,30,52.695244,2.44E-06,30,25,159.072,0,165.15,40,30,100.10401,31,36.787735
1102,1679050400,40.025253,29,40.018517,45,55.1,29,52.73943,2.44E-06,30,26,159.636,0,165.3,40,30,100.13932,31,36.81066
1103,1679050500,40.020527,29,40.011444,45,55.15,29,52.78377,2.44E-06,30,26,159.917,0,165.45,40,30,100.14407,31,36.855362
1104,1679050600,40.015415,29,40.011414,45,55.2,29,52.828194,2.44E-06,30,26,159.25,0,165.6,40,30,100.14131,31,36.826847
1105,1679050900,40.026028,29,40.00638,45,55.25,29,52.87243,2.44E-06,30,26,159.783,0,165.75,40,30,100.24868,31,36.87177
1106,1679051000,40.025146,29,40.00727,45,55.3,29,52.916813,2.44E-06,30,26,159.8,0,165.9,40,30,100.25323,31,36.825386
1107,1679051100,40.013664,29,40.004772,45,55.35,29,52.961205,2.44E-06,30,26,159.067,0,166.05,40,30,100.391014,31,36.859825
1108,1679051300,40.02958,29,40.01701,45,55.4,29,53.00539,2.44E-06,30,26,160.266,0,166.2,40,30,100.52807,31,36.84699
1109,1679051400,40.013943,29,40.008816,45,55.45,29,53.049908,2.44E-06,30,26,158.905,0,166.35,40,30,100.63821,31,36.889008
1110,1679051600,40.017853,29,40.00927,45,55.5,29,53.094048,2.44E-06,30,26,160.095,0,166.5,40,30,100.4231,31,36.853775
1111,1679051800,40.033325,29,40.020535,45,55.55,29,53.13852,2.44E-06,30,26,159.934,0,166.65,40,30,100.3371,31,36.850082
1112,1679051900,40.03062,29,40.02125,45,55.6,29,53.182945,2.44E-06,30,26,159.114,0,166.8,40,30,100.26883,31,36.846603
1113,1679052000,40.015854,29,40.008068,45,55.65,29,53.227142,2.44E-06,30,26,159.369,0,166.95,40,30,100.060585,31,36.84416
1114,1679052300,40.015545,29,40.007923,45,55.7,29,53.27141,2.44E-06,30,26,160.25,0,167.1,40,30,100.01554,31,36.849804
1115,1679052400,40.02174,29,40.0117,45,55.75,29,53.315926,2.44E-06,30,26,159.282,0,167.25,40,30,100.089165,31,36.892193
1116,1679052500,40.00494,29,39.99227,45,55.8,29,53.360172,2.44E-06,30,26,159.885,0,167.4,40,30,99.814865,31,36.838875
1117,1679052800,40.017544,29,40.003853,45,55.85,29,53.404583,2.44E-06,30,26,159.25,0,167.55,40,30,99.93329,31,36.884983
1118,1679052900,40.01673,29,40.006855,45,55.9,29,53.44882,2.44E-06,30,26,159.833,0,167.7,40,30,100.04614,31,36.836285
1119,1679053000,40.032246,29,40.02884,45,55.95,29,53.493217,2.44E-06,30,26,159.817,0,167.85,40,30,100.134254,31,36.858192
1120,1679053200,40.022755,29,40.016575,45,56,29,53.537613,2.44E-06,30,26,158.6,0,168,40,30,100.24966,31,36.8886
1121,1679053300,39.99901,29,39.99206,45,56.05,29,53.581665,2.44E-06,30,26,160.333,0,168.15,40,30,100.54521,31,36.88036
1122,1679053600,40.021965,29,40.011307,45,56.1,29,53.626205,2.44E-06,30,25,159.417,0,168.3,40,30,100.688095,31,36.844227
1123,1679053700,40.031765,29,40.020004,45,56.15,29,53.670486,2.44E-06,30,26,159.75,0,168.45,40,30,100.56776,31,36.865105
1124,1679053800,40.022205,29,40.011623,45,56.2,29,53.714863,2.44E-06,30,26,159.357,0,168.6,40,30,100.387566,31,36.873463
1125,1679054000,40.031704,29,40.030537,45,56.25,29,53.75913,2.44E-06,30,26,159.809,0,168.75,40,30,100.38524,31,36.870975
1126,1679054200,40.0257,29,40.014263,45,56.3,29,53.80352,2.44E-06,30,26,160.167,0,168.9,40,30,100.11302,31,36.852375
1127,1679054300,40.015163,29,40.01088,45,56.35,29,53.84801,4.87E-06,30,26,159.667,0,169.05,40,30,100.235275,31,36.88964
1128,1679054500,40.003944,29,39.99579,45,56.4,29,53.89236,4.87E-06,30,26,158.75,0,169.2,40,30,100.17349,31,36.8918
1129,1679054600,40.029438,29,40.02048,45,56.45,29,53.93646,4.87E-06,30,26,159.15,0,169.35,40,30,100.23098,31,36.875298
1130,1679054800,40.019653,29,40.00252,45,56.5,29,53.980667,4.87E-06,30,26,160.377,0,169.5,40,30,100.1061,31,36.838684
1131,1679055000,40.02505,29,40.01352,45,56.55,29,54.025215,4.87E-06,30,26,159.889,0,169.65,40,30,99.97721,31,36.84931
1132,1679055100,40.008324,29,40.00645,45,56.6,29,54.06963,4.87E-06,30,26,159.134,0,169.8,40,30,100.08301,31,36.866474
1133,1679055200,40.017597,29,40.012302,45,56.65,29,54.113834,4.87E-06,30,26,159.422,0,169.95,40,30,100.3175,31,36.844746
1134,1679055500,40.026173,29,40.015305,45,56.7,29,54.158115,4.87E-06,30,26,159.492,0,170.1,40,30,100.25286,31,36.83482
1135,1679055600,40.001488,29,39.992096,45,56.75,29,54.20242,4.87E-06,30,26,159.857,0,170.25,40,30,100.41527,31,36.847763
1136,1679055700,40.023544,29,40.016098,45,56.8,29,54.246826,4.87E-06,30,26,158.829,0,170.4,40,30,100.60829,31,36.898167
1137,1679055900,40.00252,29,39.986576,45,56.85,29,54.290943,4.87E-06,30,26,160.1,0,170.55,40,30,100.60158,31,36.894173
1138,1679056100,40.034637,29,40.02168,45,56.9,29,54.335415,4.87E-06,30,26,159.7,0,170.7,40,30,100.54886,31,36.863
1139,1679056300,40.027912,29,40.01694,45,56.95,29,54.379776,4.87E-06,30,26,159.261,0,170.85,40,30,100.26096,31,36.873474
